product_id,category,price
138,Books,4892
139,Books,709
140,Electronics,565
141,Clothing,5034
142,Groceries,4605
143,Home,4892
144,Groceries,2751
145,Beauty,7980
146,Toys,5917
147,Toys,1004
148,Books,8591
149,Toys,2231
150,Electronics,8827
151,Books,560
152,Beauty,3290
153,Home,7826
154,Toys,6965
155,Books,8118
156,Home,6296
157,Sports,1877
158,Books,2062
159,Home,6404
160,Sports,5388
161,Toys,4330
162,Electronics,509
163,Home,9105
164,Home,8697
165,Home,8564
166,Clothing,143
167,Clothing,6348
168,Groceries,3031
169,Home,5543
170,Clothing,8034
171,Books,6149
172,Toys,322
173,Groceries,9367
174,Beauty,9772
175,Beauty,991
176,Toys,9415
177,Clothing,4759
178,Beauty,7784
179,Groceries,998
180,Home,4825
181,Home,6776
182,Beauty,4616
183,Clothing,2146
184,Home,5841
185,Electronics,3212
186,Groceries,1537
187,Books,1825
188,Toys,9937
189,Home,5651
190,Sports,7040
191,Home,2200
192,Clothing,8319
193,Clothing,6999
194,Home,7273
195,Electronics,578
196,Electronics,1828
197,Toys,3471
198,Electronics,3376
199,Electronics,6196
200,Books,8690
201,Toys,845
202,Clothing,9092
203,Electronics,4190
204,Electronics,2861
205,Home,4917
206,Beauty,4284
207,Beauty,9445
208,Electronics,9859
209,Electronics,835
210,Beauty,6069
211,Electronics,7921
212,Toys,9661
213,Toys,986
214,Electronics,7791
215,Groceries,9952
216,Home,641
217,Clothing,5619
218,Beauty,9518
219,Electronics,6411
220,Groceries,4339
221,Clothing,8929
222,Groceries,887
223,Toys,4953
224,Groceries,694
225,Sports,3986
226,Books,9933
227,Groceries,1671
228,Toys,1408
229,Electronics,4923
230,Electronics,142
231,Beauty,1523
232,Home,1662
233,Sports,2550
234,Toys,7090
235,Toys,7590
236,Electronics,9959
237,Electronics,4347
238,Electronics,7095
239,Beauty,9597
240,Beauty,9771
241,Electronics,8249
242,Beauty,8784
243,Beauty,548
244,Groceries,2671
245,Beauty,1888
246,Clothing,4821
247,Groceries,6000
248,Clothing,3668
249,Books,8362
250,Sports,5687
251,Toys,9008
252,Electronics,7786
253,Sports,4058
254,Books,6898
255,Sports,5177
256,Toys,2338
257,Books,913
258,Toys,5550
259,Home,1461
260,Beauty,1190
261,Groceries,320
262,Toys,8355
263,Toys,9451
264,Books,4468
265,Groceries,1069
266,Sports,5656
267,Toys,3994
268,Toys,4936
269,Toys,5335
270,Groceries,9861
271,Home,2844
272,Groceries,7550
273,Beauty,6248
274,Home,898
275,Toys,7214
276,Home,4325
277,Clothing,3787
278,Home,7816
279,Beauty,3107
280,Groceries,2640
281,Groceries,8666
282,Books,7530
283,Toys,5117
284,Home,7803
285,Home,1146
286,Home,1234
287,Toys,9043
288,Books,5560
289,Home,4710
290,Home,5051
291,Sports,2666
292,Home,8139
293,Books,8671
294,Sports,8272
295,Electronics,7981
296,Electronics,5443
297,Home,8070
298,Groceries,9199
299,Groceries,3265
300,Books,9370
301,Beauty,7192
302,Clothing,4530
303,Sports,2935
304,Home,4047
305,Groceries,7916
306,Groceries,3455
307,Toys,2762
308,Beauty,6719
309,Clothing,5130
310,Beauty,1852
311,Clothing,7673
312,Clothing,4145
313,Books,2422
314,Home,236
315,Electronics,5904
316,Books,8763
317,Toys,3693
318,Toys,7495
319,Beauty,4334
320,Beauty,698
321,Books,1754
322,Home,1334
323,Books,9111
324,Sports,3349
325,Electronics,8847
326,Beauty,1065
327,Clothing,5934
328,Home,7428
329,Beauty,1504
330,Books,534
331,Electronics,8070
332,Groceries,4788
333,Toys,7300
334,Sports,5975
335,Clothing,192
336,Books,8404
337,Toys,5293
338,Beauty,3334
339,Books,3997
340,Beauty,3138
341,Home,6954
342,Clothing,1033
343,Sports,8976
344,Toys,6564
345,Groceries,9174
346,Electronics,4586
347,Beauty,2524
348,Books,2106
349,Books,7297
350,Toys,5690
351,Books,3180
352,Books,7722
353,Groceries,2631
354,Books,7967
355,Sports,1750
356,Books,8393
357,Clothing,1504
358,Books,5737
359,Electronics,3592
360,Toys,1208
361,Books,4358
362,Beauty,4546
363,Toys,3867
364,Books,4731
365,Groceries,9398
366,Books,6613
367,Toys,7445
368,Clothing,464
369,Sports,9031
370,Toys,5369
371,Beauty,4874
372,Beauty,4423
373,Electronics,1984
374,Clothing,8503
375,Clothing,3984
376,Clothing,1625
377,Sports,6924
378,Clothing,8778
379,Beauty,3089
380,Beauty,1618
381,Electronics,3910
382,Home,240
383,Sports,5506
384,Clothing,5720
385,Sports,7699
386,Beauty,7517
387,Toys,1112
388,Home,5381
389,Sports,5148
390,Beauty,150
391,Home,3846
392,Home,7049
393,Clothing,6885
394,Home,9064
395,Books,301
396,Home,4205
397,Books,6129
398,Books,733
399,Home,2780
400,Books,3016
401,Home,8211
402,Sports,3689
403,Toys,4179
404,Clothing,6951
405,Groceries,9623
406,Electronics,1106
407,Toys,3598
408,Electronics,996
409,Clothing,9067
410,Electronics,2469
411,Clothing,1282
412,Beauty,9579
413,Home,2056
414,Sports,3252
415,Groceries,2532
416,Home,3307
417,Home,3341
418,Beauty,7963
419,Toys,5035
420,Electronics,7090
421,Electronics,783
422,Electronics,1795
423,Books,7603
424,Groceries,8153
425,Groceries,9982
426,Groceries,3902
427,Toys,9092
428,Sports,5612
429,Beauty,5946
430,Toys,939
431,Beauty,8314
432,Clothing,7942
433,Home,2625
434,Toys,1413
435,Books,577
436,Beauty,586
437,Home,6666
438,Clothing,7724
439,Beauty,3571
440,Groceries,8525
441,Books,4888
442,Sports,8932
443,Electronics,6168
444,Books,5783
445,Sports,1751
446,Books,9520
447,Beauty,4603
448,Beauty,9951
449,Clothing,7690
450,Sports,2119
451,Home,5972
452,Beauty,8218
453,Sports,3952
454,Groceries,7323
455,Electronics,1575
456,Clothing,169
457,Clothing,5675
458,Home,4860
459,Beauty,3751
460,Home,9390
461,Beauty,5108
462,Books,8691
463,Electronics,4391
464,Toys,4282
465,Beauty,1335
466,Sports,7107
467,Groceries,3836
468,Sports,3121
469,Clothing,4409
470,Groceries,1362
471,Electronics,2147
472,Toys,4519
473,Groceries,6494
474,Toys,6060
475,Electronics,1382
476,Sports,5562
477,Electronics,6597
478,Groceries,6392
479,Groceries,654
480,Groceries,3347
481,Home,6279
482,Groceries,8863
483,Toys,2527
484,Beauty,5673
485,Home,8201
486,Electronics,359
487,Sports,1614
488,Electronics,8194
489,Toys,8380
490,Electronics,8135
491,Groceries,7613
492,Home,328
493,Groceries,6034
494,Beauty,6104
495,Toys,2270
496,Home,5094
497,Sports,8397
498,Clothing,4984
499,Clothing,8486
500,Home,1011
501,Sports,4041
502,Electronics,2610
503,Home,6087
504,Clothing,9244
505,Beauty,2016
506,Books,6798
507,Toys,7348
508,Toys,4188
509,Groceries,112
510,Home,1335
511,Toys,252
512,Toys,5071
513,Books,4688
514,Toys,6718
515,Electronics,134
516,Clothing,7587
517,Home,6729
518,Toys,6413
519,Books,7708
520,Beauty,5029
521,Clothing,1149
522,Electronics,4285
523,Books,2662
524,Books,4431
525,Sports,1287
526,Electronics,954
527,Home,5277
528,Sports,2136
529,Home,7681
530,Sports,2481
531,Sports,5225
532,Groceries,3545
533,Toys,4288
534,Electronics,4722
535,Electronics,8106
536,Electronics,889
537,Electronics,5170
538,Toys,7551
539,Beauty,2728
540,Clothing,5009
541,Clothing,7596
542,Beauty,3726
543,Sports,8521
544,Groceries,8292
545,Beauty,185
546,Groceries,157
547,Toys,6806
548,Clothing,3667
549,Sports,4631
550,Electronics,8031
551,Clothing,3356
552,Groceries,7596
553,Electronics,4714
554,Clothing,1613
555,Clothing,417
556,Sports,9305
557,Clothing,7777
558,Books,8736
559,Beauty,139
560,Sports,6631
561,Beauty,4291
562,Home,4525
563,Sports,1706
564,Home,7907
565,Sports,9503
566,Home,4061
567,Home,993
568,Electronics,5826
569,Home,1746
570,Toys,254
571,Sports,7672
572,Home,124
573,Books,2198
574,Sports,7815
575,Electronics,7831
576,Beauty,7591
577,Home,9478
578,Home,3308
579,Books,4679
580,Home,9142
581,Home,5253
582,Beauty,5256
583,Home,6877
584,Books,8185
585,Beauty,7733
586,Toys,4964
587,Beauty,2890
588,Electronics,9491
589,Home,2349
590,Toys,3055
591,Beauty,8735
592,Groceries,3094
593,Toys,215
594,Toys,1883
595,Books,4090
596,Electronics,9809
597,Toys,5858
598,Sports,2137
599,Groceries,3003
600,Electronics,6254
601,Beauty,3414
602,Toys,2413
603,Electronics,8930
604,Sports,6408
605,Electronics,7005
606,Clothing,3193
607,Books,632
608,Groceries,2721
609,Sports,3046
610,Sports,558
611,Clothing,9701
612,Beauty,1548
613,Groceries,1047
614,Beauty,1775
615,Electronics,5535
616,Beauty,4210
617,Home,2619
618,Clothing,6576
619,Toys,9469
620,Electronics,7476
621,Books,9706
622,Clothing,7061
623,Books,3154
624,Books,9830
625,Home,2555
626,Toys,8117
627,Toys,4166
628,Toys,9382
629,Home,4936
630,Sports,1638
631,Sports,4170
632,Sports,3256
633,Electronics,2981
634,Books,3602
635,Sports,113
636,Home,3910
637,Books,317
638,Groceries,6381
639,Sports,6132
640,Sports,7076
641,Books,6296
642,Clothing,220
643,Clothing,8252
644,Sports,8828
645,Clothing,800
646,Books,5187
647,Clothing,8699
648,Sports,5981
649,Books,4112
650,Groceries,5316
651,Beauty,8993
652,Electronics,5030
653,Home,9663
654,Sports,8171
655,Home,3181
656,Home,9313
657,Sports,1599
658,Books,1621
659,Beauty,1230
660,Home,2865
661,Clothing,2961
662,Toys,1203
663,Electronics,1084
664,Home,3416
665,Clothing,7613
666,Sports,3066
667,Sports,1627
668,Home,7830
669,Sports,5112
670,Sports,6866
671,Toys,8751
672,Home,7699
673,Sports,8688
674,Toys,2237
675,Sports,6005
676,Toys,5371
677,Toys,7458
678,Groceries,2275
679,Sports,399
680,Beauty,7747
681,Electronics,3881
682,Toys,4241
683,Groceries,5934
684,Clothing,9502
685,Electronics,8101
686,Toys,1048
687,Beauty,1195
688,Beauty,8659
689,Books,2293
690,Beauty,7932
691,Groceries,477
692,Sports,7535
693,Groceries,5536
694,Clothing,5912
695,Toys,3967
696,Books,5950
697,Electronics,4876
698,Toys,6595
699,Beauty,2314
700,Sports,5854
701,Home,8690
702,Groceries,4321
703,Clothing,8601
704,Electronics,6906
705,Electronics,3462
706,Books,6022
707,Sports,1428
708,Groceries,3965
709,Sports,4549
710,Sports,8807
711,Home,8458
712,Toys,6678
713,Electronics,9490
714,Books,1591
715,Home,3138
716,Electronics,9940
717,Sports,7866
718,Groceries,3433
719,Clothing,7593
720,Sports,5898
721,Beauty,7667
722,Books,8027
723,Home,3050
724,Toys,3476
725,Electronics,8957
726,Groceries,454
727,Sports,3100
728,Toys,6945
729,Clothing,7193
730,Home,2350
731,Toys,3317
732,Home,365
733,Home,3914
734,Home,6491
735,Toys,9282
736,Toys,1226
737,Groceries,9676
738,Home,2277
739,Sports,7713
740,Home,9403
741,Home,4705
742,Home,3101
743,Home,5159
744,Home,5062
745,Electronics,287
746,Home,8865
747,Clothing,707
748,Beauty,8770
749,Toys,7989
750,Home,8654
751,Electronics,4149
752,Clothing,938
753,Home,7217
754,Home,1214
755,Toys,8082
756,Groceries,1265
757,Home,9774
758,Groceries,9411
759,Sports,3341
760,Sports,2960
761,Clothing,7953
762,Books,9549
763,Sports,9525
764,Toys,4599
765,Groceries,158
766,Beauty,691
767,Electronics,9356
768,Electronics,2262
769,Electronics,241
770,Groceries,5933
771,Clothing,7666
772,Sports,1263
773,Books,8107
774,Beauty,4478
775,Books,9599
776,Books,1743
777,Toys,2440
778,Books,4840
779,Groceries,3099
780,Home,4106
781,Electronics,4424
782,Electronics,2454
783,Beauty,5132
784,Electronics,6522
785,Electronics,6287
786,Clothing,4289
787,Toys,2789
788,Beauty,386
789,Sports,4112
790,Sports,6780
791,Beauty,7723
792,Electronics,5591
793,Groceries,5147
794,Beauty,4205
795,Groceries,6035
796,Electronics,7631
797,Toys,3901
798,Books,2559
799,Clothing,4488
800,Books,6438
801,Toys,9190
802,Sports,6636
803,Clothing,7865
804,Books,6034
805,Beauty,9260
806,Groceries,2420
807,Groceries,9643
808,Sports,4676
809,Books,9007
810,Beauty,7825
811,Sports,7316
812,Toys,675
813,Beauty,5299
814,Groceries,1494
815,Sports,1280
816,Sports,9276
817,Home,5860
818,Home,5375
819,Sports,2542
820,Home,1386
821,Toys,3517
822,Home,2078
823,Sports,6813
824,Clothing,3659
825,Electronics,5720
826,Electronics,1788
827,Sports,947
828,Toys,763
829,Home,7010
830,Groceries,7540
831,Groceries,6214
832,Clothing,1970
833,Clothing,9683
834,Beauty,4499
835,Sports,7024
836,Books,5218
837,Books,5659
838,Books,6526
839,Books,3798
840,Clothing,8747
841,Electronics,162
842,Beauty,8650
843,Sports,8747
844,Home,6474
845,Clothing,7576
846,Beauty,268
847,Toys,9005
848,Electronics,9321
849,Clothing,5794
850,Toys,6756
851,Electronics,6171
852,Electronics,9315
853,Beauty,5748
854,Electronics,5855
855,Clothing,4917
856,Books,9706
857,Toys,8292
858,Home,6743
859,Groceries,2937
860,Beauty,1328
861,Toys,1752
862,Beauty,8335
863,Beauty,9215
864,Toys,6096
865,Beauty,9405
866,Groceries,950
867,Books,7537
868,Sports,7731
869,Sports,9765
870,Clothing,4199
871,Electronics,601
872,Sports,8748
873,Toys,3801
874,Beauty,5132
875,Sports,1399
876,Toys,9361
877,Beauty,5181
878,Toys,2020
879,Toys,8799
880,Groceries,5751
881,Beauty,2128
882,Toys,4591
883,Electronics,4245
884,Groceries,6559
885,Sports,2763
886,Books,5000
887,Clothing,3969
888,Clothing,4696
889,Clothing,5347
890,Electronics,5846
891,Electronics,5248
892,Home,5183
893,Electronics,3370
894,Toys,432
895,Electronics,2204
896,Home,3541
897,Electronics,6393
898,Books,610
899,Sports,2942
900,Books,8909
901,Toys,2753
902,Beauty,7193
903,Groceries,2497
904,Sports,4156
905,Groceries,3826
906,Toys,7962
907,Toys,1242
908,Clothing,1252
909,Books,4533
910,Groceries,9480
911,Sports,6954
912,Groceries,8006
913,Groceries,6164
914,Groceries,6797
915,Clothing,6374
916,Clothing,3046
917,Electronics,6237
918,Sports,7247
919,Beauty,3447
920,Groceries,3624
921,Toys,1113
922,Electronics,1342
923,Toys,6166
924,Clothing,982
925,Beauty,5624
926,Toys,6290
927,Groceries,703
928,Home,4630
929,Clothing,5248
930,Books,1171
931,Beauty,6981
932,Beauty,9894
933,Sports,1975
934,Toys,1878
935,Books,3569
936,Home,6086
937,Sports,5427
938,Electronics,160
939,Electronics,1528
940,Clothing,4043
941,Electronics,433
942,Groceries,6656
943,Beauty,7150
944,Groceries,5564
945,Electronics,3488
946,Sports,5155
947,Books,3110
948,Beauty,7656
949,Sports,9364
950,Clothing,5655
951,Home,2512
952,Groceries,1219
953,Groceries,4735
954,Books,7830
955,Groceries,9318
956,Clothing,1024
957,Toys,4147
958,Books,6938
959,Books,8310
960,Books,331
961,Books,8951
962,Books,980
963,Sports,2591
964,Electronics,9676
965,Groceries,7425
966,Groceries,5964
967,Toys,4035
968,Toys,3763
969,Electronics,2969
970,Beauty,3542
971,Groceries,3322
972,Books,495
973,Groceries,910
974,Toys,4088
975,Electronics,839
976,Sports,9096
977,Sports,621
978,Clothing,9847
979,Sports,5402
980,Toys,6560
981,Clothing,1984
982,Sports,9973
983,Beauty,8580
984,Sports,3565
985,Toys,9620
986,Clothing,5319
987,Electronics,7193
988,Electronics,8712
989,Electronics,1822
990,Home,150
991,Groceries,571
992,Beauty,4509
993,Toys,1407
994,Home,8119
995,Sports,2616
996,Books,5828
997,Books,7927
998,Home,2534
999,Electronics,6196
1000,Groceries,3295
1001,Electronics,3278
1002,Clothing,1667
1003,Beauty,5115
1004,Books,135
1005,Electronics,9617
1006,Groceries,1394
1007,Beauty,5775
1008,Home,6767
1009,Beauty,1836
1010,Books,9922
1011,Books,5215
1012,Books,7398
1013,Home,2523
1014,Books,880
1015,Home,7491
1016,Books,2217
1017,Groceries,2626
1018,Books,6480
1019,Toys,6784
1020,Beauty,7954
1021,Beauty,4127
1022,Books,4452
1023,Electronics,8527
1024,Groceries,8473
1025,Home,6506
1026,Home,7059
1027,Toys,4941
1028,Sports,4833
1029,Electronics,3114
1030,Books,7841
1031,Clothing,5725
1032,Books,7065
1033,Electronics,2130
1034,Electronics,9943
1035,Electronics,5371
1036,Toys,2984
1037,Home,5905
1038,Sports,2686
1039,Electronics,6841
1040,Beauty,9683
1041,Electronics,775
1042,Books,3848
1043,Clothing,2615
1044,Groceries,3839
1045,Sports,3413
1046,Home,2753
1047,Groceries,8711
1048,Groceries,8525
1049,Beauty,3505
1050,Groceries,587
1051,Home,9118
1052,Sports,8294
1053,Clothing,2095
1054,Electronics,213
1055,Groceries,5248
1056,Beauty,7676
1057,Electronics,1384
1058,Groceries,2177
1059,Clothing,9949
1060,Sports,2331
1061,Sports,5829
1062,Toys,5051
1063,Beauty,5535
1064,Clothing,6817
1065,Sports,6867
1066,Electronics,4881
1067,Toys,6260
1068,Home,7268
1069,Books,8319
1070,Clothing,6130
1071,Books,4608
1072,Groceries,5879
1073,Sports,1219
1074,Electronics,2476
1075,Books,2631
1076,Electronics,5901
1077,Home,357
1078,Beauty,7054
1079,Electronics,4744
1080,Groceries,1649
1081,Clothing,9029
1082,Groceries,9944
1083,Groceries,7527
1084,Books,5629
1085,Sports,2574
1086,Clothing,5971
1087,Books,5267
1088,Beauty,9236
1089,Groceries,1448
1090,Clothing,786
1091,Electronics,6729
1092,Home,4857
1093,Groceries,4523
1094,Sports,9706
1095,Books,7359
1096,Toys,4415
1097,Sports,3818
1098,Sports,6833
1099,Electronics,8380
1100,Toys,4303
1101,Sports,9710
1102,Home,4582
1103,Sports,8582
1104,Books,6807
1105,Sports,4967
1106,Books,8728
1107,Electronics,9060
1108,Sports,3722
1109,Home,3140
1110,Sports,3564
1111,Sports,4539
1112,Beauty,2455
1113,Beauty,3616
1114,Sports,5372
1115,Electronics,3096
1116,Home,569
1117,Sports,2695
1118,Electronics,3101
1119,Home,7662
1120,Electronics,6365
1121,Books,682
1122,Sports,1076
1123,Clothing,7095
1124,Electronics,1235
1125,Electronics,5562
1126,Groceries,1059
1127,Sports,2626
1128,Home,8749
1129,Beauty,8205
1130,Beauty,4912
1131,Home,2359
1132,Beauty,1779
1133,Beauty,7751
1134,Electronics,7895
1135,Clothing,494
1136,Clothing,8485
1137,Toys,9086
1138,Sports,8658
1139,Home,2703
1140,Books,9146
1141,Groceries,2761
1142,Clothing,1300
1143,Books,8823
1144,Sports,646
1145,Sports,7640
1146,Sports,3413
1147,Beauty,6519
1148,Beauty,8216
1149,Toys,7473
1150,Groceries,8345
1151,Books,3934
1152,Electronics,2585
1153,Clothing,1047
1154,Toys,6378
1155,Groceries,4960
1156,Electronics,7536
1157,Home,846
1158,Groceries,6185
1159,Beauty,1332
1160,Beauty,541
1161,Beauty,2546
1162,Beauty,6600
1163,Books,9869
1164,Electronics,9759
1165,Groceries,207
1166,Beauty,3155
1167,Toys,6163
1168,Beauty,1405
1169,Books,3230
1170,Sports,1360
1171,Toys,3127
1172,Electronics,4963
1173,Electronics,6078
1174,Home,7631
1175,Toys,1698
1176,Electronics,7177
1177,Sports,8221
1178,Clothing,7096
1179,Electronics,5252
1180,Beauty,5091
1181,Beauty,7685
1182,Electronics,146
1183,Home,7900
1184,Electronics,328
1185,Toys,8417
1186,Groceries,3956
1187,Electronics,5765
1188,Books,8688
1189,Groceries,5600
1190,Toys,3292
1191,Clothing,1731
1192,Toys,7253
1193,Clothing,1399
1194,Toys,5845
1195,Electronics,8386
1196,Beauty,1560
1197,Clothing,7789
1198,Clothing,1324
1199,Toys,3965
1200,Groceries,3224
1201,Books,3948
1202,Beauty,5926
1203,Books,6906
1204,Groceries,1717
1205,Electronics,8082
1206,Toys,4481
1207,Home,8189
1208,Sports,5229
1209,Beauty,3798
1210,Toys,6282
1211,Toys,6664
1212,Sports,9362
1213,Beauty,8248
1214,Books,2766
1215,Beauty,2926
1216,Sports,2635
1217,Sports,3157
1218,Sports,9031
1219,Groceries,6428
1220,Groceries,3229
1221,Groceries,8590
1222,Sports,6966
1223,Beauty,9243
1224,Sports,7991
1225,Clothing,1263
1226,Groceries,1336
1227,Toys,545
1228,Electronics,5479
1229,Sports,9201
1230,Groceries,4713
1231,Groceries,8230
1232,Beauty,3177
1233,Electronics,4534
1234,Clothing,9872
1235,Clothing,5824
1236,Electronics,1747
1237,Groceries,9100
1238,Sports,6763
1239,Sports,6073
1240,Beauty,5008
1241,Books,6921
1242,Home,6181
1243,Sports,4481
1244,Books,657
1245,Toys,7173
1246,Home,1895
1247,Sports,5748
1248,Toys,6654
1249,Toys,9427
1250,Clothing,5555
1251,Electronics,6205
1252,Electronics,4307
1253,Groceries,9029
1254,Books,1673
1255,Toys,6615
1256,Books,4539
1257,Clothing,3984
1258,Sports,8716
1259,Clothing,256
1260,Books,6766
1261,Electronics,1383
1262,Electronics,6238
1263,Home,881
1264,Sports,744
1265,Home,8241
1266,Books,9255
1267,Sports,7564
1268,Electronics,929
1269,Sports,5761
1270,Clothing,4660
1271,Groceries,4112
1272,Home,6696
1273,Electronics,383
1274,Sports,6847
1275,Groceries,3693
1276,Sports,6747
1277,Groceries,5668
1278,Sports,5417
1279,Beauty,5152
1280,Sports,2259
1281,Sports,238
1282,Groceries,3305
1283,Home,7425
1284,Groceries,9268
1285,Clothing,9994
1286,Electronics,1375
1287,Books,7277
1288,Electronics,2924
1289,Sports,5156
1290,Groceries,8186
1291,Beauty,8211
1292,Toys,6064
1293,Sports,3835
1294,Beauty,5749
1295,Electronics,8504
1296,Books,1625
1297,Groceries,4146
1298,Sports,7776
1299,Clothing,5152
1300,Sports,6791
1301,Beauty,9165
1302,Clothing,751
1303,Books,3011
1304,Electronics,8872
1305,Electronics,2829
1306,Groceries,8797
1307,Books,8425
1308,Sports,8273
1309,Electronics,4931
1310,Home,1957
1311,Electronics,7715
1312,Electronics,7848
1313,Clothing,8263
1314,Toys,7519
1315,Groceries,4792
1316,Groceries,5832
1317,Beauty,4597
1318,Clothing,9007
1319,Groceries,630
1320,Home,650
1321,Beauty,5519
1322,Toys,6621
1323,Groceries,7416
1324,Toys,3747
1325,Electronics,8920
1326,Sports,1290
1327,Sports,5888
1328,Toys,5736
1329,Clothing,1686
1330,Sports,7383
1331,Toys,2697
1332,Home,5305
1333,Sports,405
1334,Toys,8028
1335,Home,9429
1336,Sports,8922
1337,Beauty,7702
1338,Electronics,100
1339,Books,9822
1340,Home,8469
1341,Toys,9150
1342,Groceries,4119
1343,Beauty,6811
1344,Clothing,6708
1345,Clothing,1310
1346,Clothing,7238
1347,Home,2363
1348,Books,2651
1349,Clothing,3296
1350,Groceries,6249
1351,Beauty,8259
1352,Sports,5558
1353,Clothing,5116
1354,Clothing,6877
1355,Groceries,8353
1356,Home,6806
1357,Books,2551
1358,Toys,6235
1359,Electronics,2044
1360,Toys,6047
1361,Electronics,1699
1362,Toys,5025
1363,Groceries,2531
1364,Electronics,3127
1365,Books,5792
1366,Groceries,4915
1367,Electronics,5696
1368,Beauty,531
1369,Clothing,3415
1370,Toys,5206
1371,Books,2950
1372,Electronics,1473
1373,Sports,115
1374,Beauty,6435
1375,Books,3778
1376,Books,590
1377,Groceries,8459
1378,Home,3266
1379,Toys,6853
1380,Books,7751
1381,Clothing,9044
1382,Books,9239
1383,Toys,1341
1384,Groceries,769
1385,Books,163
1386,Groceries,1527
1387,Groceries,5532
1388,Beauty,5733
1389,Beauty,6466
1390,Home,8518
1391,Beauty,5251
1392,Books,2881
1393,Clothing,3037
1394,Electronics,2924
1395,Groceries,5977
1396,Beauty,360
1397,Clothing,5831
1398,Home,1074
1399,Books,8306
1400,Clothing,4314
1401,Books,7530
1402,Sports,5987
1403,Beauty,3801
1404,Electronics,4367
1405,Sports,391
1406,Clothing,9527
1407,Books,7718
1408,Toys,6830
1409,Beauty,2715
1410,Books,1570
1411,Sports,2112
1412,Groceries,4635
1413,Electronics,5524
1414,Toys,5992
1415,Beauty,646
1416,Groceries,765
1417,Toys,2852
1418,Electronics,6732
1419,Electronics,4766
1420,Clothing,4084
1421,Sports,4556
1422,Electronics,1057
1423,Electronics,267
1424,Toys,9459
1425,Electronics,3832
1426,Clothing,6567
1427,Toys,2552
1428,Home,4361
1429,Clothing,7372
1430,Electronics,3974
1431,Clothing,5730
1432,Books,1191
1433,Electronics,8729
1434,Clothing,2580
1435,Beauty,7054
1436,Sports,631
1437,Groceries,2524
1438,Toys,763
1439,Groceries,6000
1440,Books,6317
1441,Beauty,1357
1442,Sports,4574
1443,Home,6935
1444,Sports,2679
1445,Groceries,1136
1446,Electronics,8275
1447,Clothing,7946
1448,Electronics,3044
1449,Books,377
1450,Toys,2353
1451,Sports,1416
1452,Sports,4931
1453,Sports,9511
1454,Books,1324
1455,Books,3319
1456,Toys,2531
1457,Beauty,7280
1458,Groceries,2139
1459,Clothing,6388
1460,Books,7689
1461,Sports,2873
1462,Home,755
1463,Books,1938
1464,Beauty,754
1465,Groceries,518
1466,Sports,4391
1467,Books,3830
1468,Clothing,6880
1469,Beauty,875
1470,Home,8253
1471,Beauty,8632
1472,Groceries,6738
1473,Toys,3111
1474,Toys,8250
1475,Home,6113
